order_id,customer_id,store_id,order_date,product_id,quantity,unit_price,discount,payment_method,payment_amount
O100274,C0019,S006,2026-07-13 21:50:31.386674,P0005,3,3734.06,0.0,NetBanking,11202.18
O100275,C0013,S005,2026-07-20 03:35:31.386674,P0009,4,2224.22,0.0,Cash,8896.88
O100276,C0048,S005,2026-07-18 16:54:31.386674,P0005,1,3734.06,0.15,Card,3173.95
O100277,C0027,S003,2026-08-03 00:57:31.386674,P0008,1,616.31,0.0,Card,616.31
O100278,C0027,S006,2026-08-10 01:21:31.386674,P0001,5,3268.25,0.0,Card,16341.25
O100279,C0042,S001,2026-08-09 12:32:31.386674,P0010,3,342.03,0.05,Card,974.79
O100280,C0027,S002,2026-08-09 11:44:31.386674,P0018,1,3027.48,0.0,NetBanking,3027.48
O100281,C0003,S001,2026-07-21 04:29:31.386674,P0016,2,2814.72,0.05,UPI,5347.97
O100282,C0042,S005,2026-07-28 01:47:31.386674,P0011,3,1248.46,0.1,Card,3370.84
O100283,C0013,S001,2026-07-21 15:37:31.386674,P0017,4,1257.11,0.05,NetBanking,4777.02
O100284,C0048,S003,2026-08-05 19:27:31.386674,P0009,2,2224.22,0.0,Card,4448.44
O100285,C0028,S005,2026-07-21 12:16:31.386674,P0006,5,3447.16,0.1,UPI,15512.22
O100286,C0021,S002,2026-07-11 18:15:31.386674,P0006,2,3447.16,0.1,Card,6204.89
O100287,C0020,S005,2026-08-04 03:51:31.386674,P0015,3,3318.45,0.05,Cash,9457.58
O100288,C0043,S001,2026-07-25 19:01:31.386674,P0012,2,2624.71,0.0,NetBanking,5249.42
O100289,C0041,S003,2026-07-23 05:05:31.386674,P0017,3,1257.11,0.0,Card,3771.33
O100290,C0030,S006,2026-07-30 21:17:31.386674,P0005,4,3734.06,0.0,NetBanking,14936.24
O100291,C0044,S005,2026-08-07 12:24:31.386674,P0018,2,3027.48,0.0,NetBanking,6054.96
O100292,C0037,S001,2026-07-13 03:48:31.386674,P0017,3,1257.11,0.0,Card,3771.33
O100293,C0011,S003,2026-08-08 02:19:31.386674,P0019,5,4084.27,0.0,UPI,20421.35
O100294,C0006,S005,2026-07-25 11:20:31.386674,P0007,5,4481.46,0.1,Card,20166.57
O100295,C0037,S001,2026-07-29 00:34:31.386674,P0017,4,1257.11,0.1,Cash,4525.6
O100296,C0001,S006,2026-07-18 03:55:31.386674,P0001,4,3268.25,0.05,UPI,12419.35
O100297,C0035,S001,2026-08-09 12:50:31.386674,P0014,3,1153.42,0.0,NetBanking,3460.26
O100298,C0012,S002,2026-08-05 06:37:31.386674,P0002,3,319.05,0.1,NetBanking,861.44
O100299,C0025,S004,2026-07-14 07:33:31.386674,P0012,4,2624.71,0.1,Card,9448.96
O100300,C0035,S004,2026-07-27 14:37:31.386674,P0012,1,2624.71,0.0,Card,2624.71
O100301,C0030,S006,2026-08-04 03:18:31.386674,P0001,1,3268.25,0.05,NetBanking,3104.84
O100302,C0023,S002,2026-07-19 16:50:31.386674,P0008,2,616.31,0.1,UPI,1109.36
O100303,C0050,S001,2026-07-18 15:55:31.386674,P0002,4,319.05,0.15,UPI,1084.77
O100304,C0039,S006,2026-08-02 11:06:31.386674,P0020,1,230.19,0.1,UPI,207.17
O100305,C0035,S002,2026-08-04 10:59:31.386674,P0013,4,326.37,0.0,Cash,1305.48
O100306,C0037,S005,2026-08-05 07:43:31.386674,P0008,5,616.31,0.05,Cash,2927.47
O100307,C0043,S005,2026-07-18 23:10:31.386674,P0008,3,616.31,0.0,Cash,1848.93
O100308,C0048,S002,2026-08-01 07:18:31.386674,P0002,5,319.05,0.15,NetBanking,1355.96
O100309,C0034,S003,2026-08-02 23:17:31.386674,P0002,3,319.05,0.1,Card,861.44
O100310,C0049,S005,2026-07-26 17:45:31.386674,P0010,4,342.03,0.0,Card,1368.12
O100311,C0004,S005,2026-07-24 23:26:31.386674,P0010,2,342.03,0.1,Card,615.65
O100312,C0014,S003,2026-07-31 12:50:31.386674,P0013,2,326.37,0.05,NetBanking,620.1
O100313,C0047,S002,2026-07-12 18:15:31.386674,P0012,1,2624.71,0.15,UPI,2231.0
O100314,C0047,S006,2026-07-28 16:21:31.386674,P0003,2,1519.14,0.15,Card,2582.54
O100315,C0014,S002,2026-08-03 13:38:31.386674,P0011,3,1248.46,0.0,NetBanking,3745.38
O100316,C0026,S002,2026-07-28 20:40:31.386674,P0008,5,616.31,0.0,Cash,3081.55
O100317,C0042,S003,2026-07-20 18:14:31.386674,P0013,4,326.37,0.15,NetBanking,1109.66
O100318,C0049,S003,2026-08-09 16:14:31.386674,P0015,1,3318.45,0.1,Cash,2986.61
O100319,C0015,S006,2026-07-15 10:07:31.386674,P0014,1,1153.42,0.15,NetBanking,980.41
O100320,C0022,S002,2026-07-24 04:44:31.386674,P0010,2,342.03,0.0,Card,684.06
O100321,C0017,S004,2026-08-04 06:38:31.386674,P0016,5,2814.72,0.05,NetBanking,13369.92
O100322,C0011,S002,2026-08-04 03:22:31.386674,P0015,2,3318.45,0.05,Card,6305.05
O100323,C0003,S001,2026-08-07 06:54:31.386674,P0018,1,3027.48,0.15,UPI,2573.36
O100324,C0005,S006,2026-07-15 10:04:31.386674,P0014,2,1153.42,0.0,NetBanking,2306.84
O100325,C0041,S006,2026-08-10 05:49:31.386674,P0012,1,2624.71,0.15,NetBanking,2231.0
O100326,C0035,S005,2026-07-24 09:52:31.386674,P0016,1,2814.72,0.0,Cash,2814.72
O100327,C0033,S006,2026-08-01 23:42:31.386674,P0018,3,3027.48,0.0,Card,9082.44
O100328,C0010,S002,2026-07-18 05:24:31.386674,P0004,1,1270.41,0.15,Cash,1079.85
O100329,C0006,S003,2026-07-24 00:27:31.386674,P0012,3,2624.71,0.1,Card,7086.72
O100330,C0042,S006,2026-08-04 10:56:31.386674,P0008,3,616.31,0.0,NetBanking,1848.93
O100331,C0031,S001,2026-07-31 10:35:31.386674,P0013,4,326.37,0.15,Card,1109.66
O100332,C0042,S003,2026-07-29 13:48:31.386674,P0003,4,1519.14,0.1,UPI,5468.9
O100333,C0031,S003,2026-07-12 12:34:31.386674,P0008,2,616.31,0.15,Cash,1047.73
O100334,C0012,S003,2026-07-11 16:28:31.386674,P0018,5,3027.48,0.0,Card,15137.4
O100335,C0011,S005,2026-07-19 04:44:31.386674,P0013,1,326.37,0.05,NetBanking,310.05
O100336,C0049,S006,2026-07-16 08:37:31.386674,P0018,3,3027.48,0.1,UPI,8174.2
O100337,C0007,S004,2026-07-18 12:12:31.386674,P0017,3,1257.11,0.0,NetBanking,3771.33
O100338,C0029,S004,2026-07-18 21:26:31.386674,P0011,1,1248.46,0.05,NetBanking,1186.04
O100339,C0043,S004,2026-07-14 05:09:31.386674,P0014,2,1153.42,0.15,Card,1960.81
O100340,C0010,S004,2026-08-03 06:00:31.386674,P0003,1,1519.14,0.05,NetBanking,1443.18
O100341,C0006,S001,2026-07-21 00:14:31.386674,P0011,3,1248.46,0.0,Cash,3745.38
O100342,C0012,S004,2026-07-26 03:26:31.386674,P0004,2,1270.41,0.0,NetBanking,2540.82
O100343,C0023,S005,2026-07-14 05:29:31.386674,P0004,1,1270.41,0.0,Cash,1270.41
O100344,C0027,S004,2026-08-04 12:37:31.386674,P0013,1,326.37,0.05,Card,310.05
O100345,C0044,S004,2026-07-16 14:08:31.386674,P0019,5,4084.27,0.0,Cash,20421.35
O100346,C0005,S002,2026-07-24 18:17:31.386674,P0009,4,2224.22,0.0,Cash,8896.88
O100347,C0017,S002,2026-08-04 06:22:31.386674,P0016,1,2814.72,0.05,Card,2673.98
O100348,C0020,S001,2026-07-23 20:44:31.386674,P0015,1,3318.45,0.0,NetBanking,3318.45
O100349,C0028,S006,2026-07-30 14:10:31.386674,P0011,4,1248.46,0.05,Cash,4744.15
O100350,C0021,S002,2026-07-23 20:09:31.386674,P0020,2,230.19,0.1,NetBanking,414.34
O100351,C0025,S003,2026-08-06 22:14:31.386674,P0019,2,4084.27,0.05,UPI,7760.11
O100352,C0035,S002,2026-08-02 02:52:31.386674,P0019,2,4084.27,0.15,NetBanking,6943.26
O100353,C0045,S001,2026-08-06 23:34:31.386674,P0007,4,4481.46,0.05,NetBanking,17029.55
O100354,C0017,S006,2026-07-16 08:18:31.386674,P0005,3,3734.06,0.0,NetBanking,11202.18
O100355,C0031,S005,2026-07-24 03:23:31.386674,P0003,4,1519.14,0.15,NetBanking,5165.08
O100356,C0045,S005,2026-07-31 06:49:31.386674,P0018,1,3027.48,0.05,UPI,2876.11
O100357,C0011,S006,2026-07-30 11:27:31.386674,P0004,2,1270.41,0.05,NetBanking,2413.78
O100358,C0001,S001,2026-07-19 17:23:31.386674,P0011,4,1248.46,0.0,Card,4993.84
O100359,C0030,S006,2026-07-30 08:23:31.386674,P0015,3,3318.45,0.1,Card,8959.81
O100360,C0007,S003,2026-07-24 11:58:31.386674,P0012,1,2624.71,0.1,Card,2362.24
O100361,C0030,S002,2026-07-28 01:13:31.386674,P0012,3,2624.71,0.05,NetBanking,7480.42
O100362,C0021,S001,2026-07-20 11:42:31.386674,P0004,4,1270.41,0.1,UPI,4573.48
O100363,C0044,S002,2026-08-10 09:06:31.386674,P0001,3,3268.25,0.0,Card,9804.75
O100364,C0036,S004,2026-07-25 17:42:31.386674,P0018,2,3027.48,0.05,NetBanking,5752.21
O100365,C0026,S001,2026-08-04 05:47:31.386674,P0006,2,3447.16,0.1,Card,6204.89
O100366,C0025,S001,2026-08-02 16:04:31.386674,P0015,5,3318.45,0.1,Cash,14933.02
O100367,C0035,S002,2026-07-22 20:03:31.386674,P0003,5,1519.14,0.0,NetBanking,7595.7
O100368,C0034,S006,2026-07-22 05:15:31.386674,P0004,3,1270.41,0.1,NetBanking,3430.11
O100369,C0023,S004,2026-07-30 15:43:31.386674,P0019,1,4084.27,0.05,Cash,3880.06
O100370,C0044,S002,2026-07-21 13:06:31.386674,P0020,5,230.19,0.0,Cash,1150.95
O100371,C0045,S002,2026-07-27 22:17:31.386674,P0004,2,1270.41,0.05,Card,2413.78
O100372,C0012,S004,2026-08-01 03:35:31.386674,P0019,4,4084.27,0.1,Card,14703.37
O100373,C0019,S002,2026-07-16 20:44:31.386674,P0018,2,3027.48,0.1,NetBanking,5449.46
O100374,C0001,S004,2026-07-15 16:43:31.386674,P0020,1,230.19,0.05,NetBanking,218.68
O100375,C0027,S006,2026-07-26 23:36:31.386674,P0018,5,3027.48,0.1,NetBanking,13623.66
O100376,C0037,S001,2026-08-05 17:09:31.386674,P0016,2,2814.72,0.0,UPI,5629.44
O100377,C0019,S002,2026-08-05 00:27:31.386674,P0009,2,2224.22,0.15,NetBanking,3781.17
O100378,C0037,S001,2026-07-20 03:43:31.386674,P0018,5,3027.48,0.0,Cash,15137.4
O100379,C0035,S002,2026-07-24 13:38:31.386674,P0018,1,3027.48,0.1,Card,2724.73
O100380,C0017,S003,2026-08-07 12:19:31.386674,P0010,1,342.03,0.1,UPI,307.83
O100381,C0045,S003,2026-08-08 08:30:31.386674,P0008,2,616.31,0.15,NetBanking,1047.73
O100382,C0014,S002,2026-08-05 11:27:31.386674,P0006,5,3447.16,0.0,Cash,17235.8
O100383,C0035,S002,2026-07-22 08:09:31.386674,P0018,3,3027.48,0.15,Cash,7720.07
O100384,C0044,S001,2026-07-15 23:49:31.386674,P0019,3,4084.27,0.15,UPI,10414.89
O100385,C0016,S002,2026-08-02 20:44:31.386674,P0009,2,2224.22,0.0,Card,4448.44
O100386,C0037,S006,2026-07-20 06:17:31.386674,P0013,4,326.37,0.0,NetBanking,1305.48
O100387,C0026,S005,2026-08-03 18:35:31.386674,P0015,1,3318.45,0.0,Cash,3318.45
O100388,C0038,S001,2026-08-08 08:56:31.386674,P0015,4,3318.45,0.05,NetBanking,12610.11
O100389,C0026,S002,2026-07-24 16:22:31.386674,P0012,1,2624.71,0.15,Cash,2231.0
O100390,C0036,S005,2026-07-16 04:45:31.386674,P0011,3,1248.46,0.05,NetBanking,3558.11
O100391,C0007,S006,2026-08-05 23:52:31.386674,P0011,1,1248.46,0.0,UPI,1248.46
O100392,C0001,S004,2026-07-18 08:49:31.386674,P0006,4,3447.16,0.1,Card,12409.78
O100393,C0006,S006,2026-07-22 17:56:31.386674,P0010,2,342.03,0.05,Cash,649.86
O100394,C0041,S003,2026-08-04 08:39:31.386674,P0006,1,3447.16,0.1,Card,3102.44
O100395,C0001,S002,2026-07-26 11:59:31.386674,P0014,1,1153.42,0.0,Card,1153.42
O100396,C0001,S006,2026-07-21 13:46:31.386674,P0017,4,1257.11,0.0,NetBanking,5028.44
O100397,C0015,S004,2026-07-14 09:42:31.386674,P0005,4,3734.06,0.0,UPI,14936.24
O100398,C0020,S002,2026-07-23 14:32:31.386674,P0004,3,1270.41,0.05,Card,3620.67
O100399,C0001,S005,2026-07-31 15:19:31.386674,P0003,5,1519.14,0.15,Cash,6456.35
O100400,C0040,S006,2026-07-25 15:56:31.386674,P0007,2,4481.46,0.1,UPI,8066.63
O100401,C0047,S004,2026-07-22 23:11:31.386674,P0005,1,3734.06,0.15,Card,3173.95
O100402,C0016,S005,2026-07-31 05:37:31.386674,P0008,3,616.31,0.0,Cash,1848.93
O100403,C0034,S005,2026-07-27 16:38:31.386674,P0001,3,3268.25,0.0,NetBanking,9804.75
O100404,C0032,S004,2026-07-14 17:22:31.386674,P0010,1,342.03,0.0,UPI,342.03
O100405,C0021,S002,2026-07-24 04:17:31.386674,P0017,1,1257.11,0.05,Cash,1194.25
O100406,C0050,S001,2026-07-12 03:55:31.386674,P0018,2,3027.48,0.1,UPI,5449.46
O100407,C0004,S004,2026-07-27 19:31:31.386674,P0009,2,2224.22,0.0,NetBanking,4448.44
O100408,C0041,S005,2026-07-29 05:00:31.386674,P0014,4,1153.42,0.0,Cash,4613.68
O100409,C0033,S002,2026-08-05 14:25:31.386674,P0003,3,1519.14,0.0,Cash,4557.42
O100410,C0020,S006,2026-07-25 09:45:31.386674,P0013,5,326.37,0.0,Card,1631.85
O100411,C0028,S001,2026-07-26 05:29:31.386674,P0002,2,319.05,0.0,UPI,638.1
O100412,C0001,S006,2026-07-16 07:51:31.386674,P0010,2,342.03,0.0,Card,684.06
O100413,C0034,S006,2026-07-19 15:14:31.386674,P0016,3,2814.72,0.15,Card,7177.54
O100414,C0022,S004,2026-07-20 01:55:31.386674,P0009,1,2224.22,0.0,Cash,2224.22
O100415,C0030,S005,2026-07-22 11:22:31.386674,P0019,1,4084.27,0.1,Card,3675.84
O100416,C0050,S001,2026-08-09 04:34:31.386674,P0012,2,2624.71,0.05,UPI,4986.95
O100417,C0003,S001,2026-07-18 11:21:31.386674,P0008,5,616.31,0.0,Cash,3081.55
O100418,C0003,S005,2026-08-06 08:38:31.386674,P0013,2,326.37,0.0,NetBanking,652.74
O100419,C0027,S006,2026-07-21 18:43:31.386674,P0008,3,616.31,0.0,UPI,1848.93
O100420,C0033,S006,2026-08-08 11:02:31.386674,P0019,3,4084.27,0.0,Card,12252.81
O100421,C0005,S004,2026-08-07 19:40:31.386674,P0017,1,1257.11,0.1,Cash,1131.4
O100422,C0030,S001,2026-07-22 16:09:31.386674,P0011,1,1248.46,0.15,Cash,1061.19
O100423,C0024,S005,2026-07-26 16:37:31.386674,P0020,2,230.19,0.1,Card,414.34
O100424,C0002,S002,2026-07-28 21:31:31.386674,P0005,1,3734.06,0.1,UPI,3360.65
O100425,C0048,S006,2026-07-20 13:04:31.386674,P0011,1,1248.46,0.1,Card,1123.61
O100426,C0010,S006,2026-07-19 11:53:31.386674,P0014,4,1153.42,0.0,Card,4613.68
O100427,C0030,S006,2026-07-14 03:57:31.386674,P0017,4,1257.11,0.05,Card,4777.02
O100428,C0037,S001,2026-07-25 06:59:31.386674,P0013,1,326.37,0.15,Card,277.41
O100429,C0026,S006,2026-08-07 09:11:31.386674,P0010,3,342.03,0.05,Cash,974.79
O100430,C0005,S002,2026-07-16 03:57:31.386674,P0015,3,3318.45,0.0,Card,9955.35
O100431,C0030,S003,2026-07-24 13:25:31.386674,P0004,2,1270.41,0.1,Cash,2286.74
O100432,C0030,S003,2026-08-07 12:56:31.386674,P0007,4,4481.46,0.05,Card,17029.55
O100433,C0014,S003,2026-07-15 12:36:31.386674,P0010,5,342.03,0.0,Card,1710.15
O100434,C0004,S006,2026-07-20 18:43:31.386674,P0012,4,2624.71,0.15,Card,8924.01
O100435,C0036,S006,2026-07-28 16:57:31.386674,P0001,4,3268.25,0.1,NetBanking,11765.7
O100436,C0001,S001,2026-08-06 16:59:31.386674,P0004,2,1270.41,0.0,Card,2540.82
O100437,C0038,S005,2026-07-19 11:52:31.386674,P0013,3,326.37,0.0,UPI,979.11
O100438,C0006,S003,2026-07-14 11:20:31.386674,P0007,4,4481.46,0.0,UPI,17925.84
O100439,C0047,S004,2026-07-26 10:15:31.386674,P0006,5,3447.16,0.1,NetBanking,15512.22
O100440,C0012,S003,2026-07-20 00:47:31.386674,P0006,3,3447.16,0.0,Card,10341.48
O100441,C0040,S002,2026-07-31 19:22:31.386674,P0002,5,319.05,0.15,NetBanking,1355.96
O100442,C0006,S003,2026-07-23 14:17:31.386674,P0018,4,3027.48,0.0,Card,12109.92
O100443,C0002,S004,2026-08-06 08:13:31.386674,P0017,2,1257.11,0.15,NetBanking,2137.09
O100444,C0037,S005,2026-07-21 22:08:31.386674,P0018,4,3027.48,0.05,Card,11504.42
O100445,C0015,S001,2026-08-08 17:54:31.386674,P0001,3,3268.25,0.15,NetBanking,8334.04
O100446,C0015,S002,2026-07-14 17:33:31.386674,P0017,3,1257.11,0.15,Card,3205.63
O100447,C0049,S002,2026-07-29 22:13:31.386674,P0009,5,2224.22,0.0,Card,11121.1
O100448,C0021,S006,2026-08-02 21:49:31.386674,P0006,2,3447.16,0.15,UPI,5860.17
O100449,C0010,S005,2026-07-18 01:25:31.386674,P0012,5,2624.71,0.15,Cash,11155.02
O100450,C0006,S001,2026-07-19 05:05:31.386674,P0006,4,3447.16,0.0,UPI,13788.64
O100451,C0022,S005,2026-07-17 14:12:31.386674,P0017,4,1257.11,0.0,Card,5028.44
O100452,C0010,S005,2026-08-02 14:40:31.386674,P0011,1,1248.46,0.0,UPI,1248.46
O100453,C0024,S006,2026-08-01 22:28:31.386674,P0017,3,1257.11,0.0,UPI,3771.33
O100454,C0009,S002,2026-08-03 23:41:31.386674,P0011,3,1248.46,0.05,NetBanking,3558.11
O100455,C0045,S005,2026-08-05 21:05:31.386674,P0011,2,1248.46,0.15,Card,2122.38
O100456,C0009,S002,2026-08-03 10:35:31.386674,P0013,3,326.37,0.05,NetBanking,930.15
O100457,C0039,S003,2026-08-10 05:05:31.386674,P0019,1,4084.27,0.0,UPI,4084.27
O100458,C0048,S001,2026-07-18 21:11:31.386674,P0016,2,2814.72,0.05,Card,5347.97
O100459,C0001,S003,2026-07-17 17:35:31.386674,P0003,3,1519.14,0.1,UPI,4101.68
O100460,C0047,S001,2026-07-12 22:19:31.386674,P0012,3,2624.71,0.0,NetBanking,7874.13
O100461,C0025,S003,2026-07-28 21:57:31.386674,P0006,4,3447.16,0.1,NetBanking,12409.78
O100462,C0029,S001,2026-08-05 11:09:31.386674,P0019,2,4084.27,0.0,UPI,8168.54
O100463,C0005,S003,2026-07-16 22:01:31.386674,P0011,3,1248.46,0.0,UPI,3745.38
O100464,C0039,S005,2026-08-09 01:36:31.386674,P0018,1,3027.48,0.05,UPI,2876.11
O100465,C0028,S002,2026-07-12 13:12:31.386674,P0014,2,1153.42,0.15,Card,1960.81
O100466,C0047,S006,2026-07-28 18:33:31.386674,P0007,4,4481.46,0.15,Cash,15236.96
O100467,C0004,S004,2026-07-30 03:44:31.386674,P0010,2,342.03,0.0,NetBanking,684.06
O100468,C0001,S004,2026-07-13 19:43:31.386674,P0005,1,3734.06,0.05,NetBanking,3547.36
O100469,C0014,S002,2026-07-31 18:56:31.386674,P0007,1,4481.46,0.0,NetBanking,4481.46
O100470,C0031,S004,2026-08-09 07:07:31.386674,P0004,3,1270.41,0.1,UPI,3430.11
O100471,C0024,S004,2026-07-22 15:19:31.386674,P0018,4,3027.48,0.0,UPI,12109.92
O100472,C0017,S002,2026-08-06 18:27:31.386674,P0009,4,2224.22,0.1,UPI,8007.19
O100473,C0043,S003,2026-08-06 03:17:31.386674,P0005,1,3734.06,0.0,Card,3734.06
O100474,C0034,S004,2026-07-29 07:46:31.386674,P0018,1,3027.48,0.1,NetBanking,2724.73
O100475,C0020,S001,2026-07-24 07:53:31.386674,P0019,2,4084.27,0.1,Card,7351.69
O100476,C0011,S002,2026-08-05 15:59:31.386674,P0004,4,1270.41,0.0,UPI,5081.64
O100477,C0013,S006,2026-07-16 05:07:31.386674,P0014,1,1153.42,0.1,Cash,1038.08
O100478,C0036,S004,2026-07-28 20:45:31.386674,P0003,1,1519.14,0.1,Cash,1367.23
O100479,C0045,S005,2026-07-30 02:41:31.386674,P0017,4,1257.11,0.0,NetBanking,5028.44
O100480,C0010,S005,2026-07-30 04:39:31.386674,P0004,4,1270.41,0.0,UPI,5081.64
O100481,C0019,S005,2026-08-08 21:47:31.386674,P0004,5,1270.41,0.0,NetBanking,6352.05
O100482,C0037,S005,2026-07-26 11:02:31.386674,P0009,4,2224.22,0.1,Cash,8007.19
O100483,C0039,S006,2026-08-02 21:53:31.386674,P0013,2,326.37,0.15,NetBanking,554.83
O100484,C0048,S004,2026-08-09 18:48:31.386674,P0011,2,1248.46,0.0,Cash,2496.92
O100485,C0020,S003,2026-08-07 01:45:31.386674,P0001,3,3268.25,0.05,UPI,9314.51
O100486,C0048,S004,2026-08-04 20:08:31.386674,P0008,2,616.31,0.05,NetBanking,1170.99
O100487,C0029,S002,2026-08-09 23:38:31.386674,P0020,1,230.19,0.0,NetBanking,230.19
O100488,C0033,S002,2026-07-13 19:36:31.386674,P0017,3,1257.11,0.0,NetBanking,3771.33
O100489,C0002,S002,2026-07-17 16:44:31.386674,P0005,5,3734.06,0.15,UPI,15869.75
O100490,C0004,S003,2026-08-02 16:08:31.386674,P0008,1,616.31,0.1,Cash,554.68
O100491,C0041,S001,2026-08-01 10:06:31.386674,P0015,5,3318.45,0.1,Cash,14933.02
O100492,C0012,S004,2026-07-30 03:13:31.386674,P0016,5,2814.72,0.1,Cash,12666.24
O100493,C0019,S001,2026-07-23 11:01:31.386674,P0006,3,3447.16,0.0,Card,10341.48
O100494,C0018,S006,2026-07-25 01:52:31.386674,P0008,2,616.31,0.0,UPI,1232.62
O100495,C0039,S001,2026-07-18 18:29:31.386674,P0016,2,2814.72,0.0,Cash,5629.44
O100496,C0023,S004,2026-07-19 16:20:31.386674,P0009,4,2224.22,0.1,Cash,8007.19
O100497,C0038,S001,2026-07-12 02:33:31.386674,P0017,5,1257.11,0.1,Cash,5656.99
O100498,C0019,S003,2026-08-01 13:21:31.386674,P0018,5,3027.48,0.15,UPI,12866.79
O100499,C0018,S003,2026-08-01 08:48:31.386674,P0011,3,1248.46,0.05,Cash,3558.11
O100500,C0049,S002,2026-08-08 11:42:31.386674,P0007,2,4481.46,0.15,NetBanking,7618.48
